"number","date","title","summary","content","art19_uuid","published_at","byte_size","duration"
170,"2023-01-02","EP170 冬でも人生の夏休み","年末に雑談をしました。","* [ロードオブメジャー / 心絵 - YouTube](https://www.youtube.com/watch?v=quYyKHR7W5o&t=91s)
* [Hilcrhyme - 「春夏秋冬」Music Video - YouTube](https://www.youtube.com/watch?v=PMHeOPGlmZ4)
* [こぴーらいたー作家@風倉さんはTwitterを使っています: 「知識面における「教養」の正体ってのは【身内ネタ】です。あれをもっともらしく言い換えたのが教養！ガチで。 「鬼滅の刃の教養」があると「何がまずい？言ってみろ」とか「逃げるなぁー！」で笑えたりします 山月記を知ってると「我が友、◯◯ではないか？」でクスッとできます。これも教養」 / Twitter](https://twitter.com/kazakura_22/status/1600701267734827008)
* [85. サーバーレス w/ Keisuke69 | fukabori.fm](https://fukabori.fm/episode/85)
* [熱量を失ったサーバーレスという世界（個人の所感） - Sweet Escape](https://www.keisuke69.net/entry/2022/12/29/135620)
* [RubyとRailsの何が強いのか - Speaker Deck](https://speakerdeck.com/knu/rubytorailsnohe-kaqiang-inoka)
* [技術者には試行錯誤は圧倒的に悪であると腹落ちした話｜牛尾　剛｜note](https://note.com/simplearchitect/n/nbf330ae7770f)","789ba7e0-5c49-4e5b-bb13-548f2a8b8bb4","2023-01-01 22:00:00",20047457,"2505.89975"
171,"2023-01-09","EP171 2022年の振り返りと2023年の抱負","2022年の振り返りと2023年の抱負について話しました。","* オープニング
* Podcast的な話
    * [EP122 北海道に帰ってリモートワーク（ゲスト：てっぴーさん） - ゆるふわPodcast](https://yuru28.com/122)
    * [EP14 高専卒Web系エンジニアがキャリアについて語る回 - ゆるふわPodcast](https://yuru28.com/14)
* とっしー
    * [達人プログラマー(第2版): 熟達に向けたあなたの旅](https://amzn.to/3ZnoF4D)
* ふっくん
* mk
* まとめ

","89f13479-a3e3-4f2c-96dc-f5b478ac6879","2023-01-08 22:00:00",18975228,"2371.813625"
172,"2023-01-16","EP172 世間話","Twiter Blue、基本情報技術者試験などについて話しました。","* オープニング
    * [AeroPress Coffee Maker Official Store](https://aeropress.com/)
    * [Riverside.fm - Record Podcasts And Videos From Anywhere](https://riverside.fm/)
* Twiter Blue
    * [Twitter Blueについて](https://help.twitter.com/ja/using-twitter/twitter-blue)
    * [「Twitter Blue」日本でも公開、月額980円　iOS版は400円上乗せ - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2301/11/news098.html)
* 基本情報技術者試験
    * [基本情報技術者試験が1969年発足以来の「大改訂」、どうなる難易度 | 日経クロステック（xTECH）](https://xtech.nikkei.com/atcl/nxt/column/18/00001/06840/?n_cid=nbpnxt_twed_it)
        * ニュース自体は2022年5月の記事だった……
* 世間話
    * [テラフォーマーズ - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%A9%E3%83%95%E3%82%A9%E3%83%BC%E3%83%9E%E3%83%BC%E3%82%BA)
    * [GANGSTA. - Wikipedia](https://ja.wikipedia.org/wiki/GANGSTA.)
    * [Mr.マリック 公式ホームページ](https://www.maric.jp/)
    * [東京都のTikTok公式アカウント｜東京都](https://www.metro.tokyo.lg.jp/tosei/koho/sns/tiktok/index.html)
","caa08e9d-4dc1-41f4-95de-7f3d915f0be3","2023-01-15 22:00:00",17407932,"2175.894875"
173,"2023-01-23","EP173 2年ぶりのみゅーみくすさんとITエンジニアのキャリア座談会","みゅーみくすさん @myu_mx をゲストにお迎えして、自己紹介、キャリア、マネジメントかプロフェッショナルか、IT系勉強会話、マネー話などについて話しました。","* オープニング・ゲスト様自己紹介
    * みゅーみくすさん
        * Twitter: [@myu_mx](https://twitter.com/myu_mx)
        * ブログ: [おそよウナギなエンジニア生活 | みゅーみくすの日常や技術的なことを雑多に書くブログ](https://myu.mx/)
    * [EP60 高専卒エンジニアとキャリアを語る回（ゲスト みゅーみくすさん） - ゆるふわPodcast](https://yuru28.com/60)
    * [SQLではじめるデータ分析 ―クエリで行う前処理、時系列解析、コホート分析、テキスト分析、異常検知](https://amzn.to/3kzvaBa)
    * [エンジニア正社員採用は週休3日制度で差がつく説 | おそよウナギなエンジニア生活](https://myu.mx/2022/06/18/post-1228/)
* キャリア話
    * [エンジニアのためのマネジメントキャリアパス](https://amzn.to/3Xqc92B)
* IT系勉強会話
* マネー
    * [FP3級の参考書](https://amzn.to/3kthyrg)
    * [両学長 リベラルアーツ大学 - YouTube](https://www.youtube.com/c/ryogakucho)
    * [164. 配当金レポート | w2o.fm](https://w2o.fm/episode/164)
* エンディング
    * [みゅーみくす（@myu_mx）さん / Twitter](https://twitter.com/myu_mx)
    * [おそよウナギなエンジニア生活 | みゅーみくすの日常や技術的なことを雑多に書くブログ](https://myu.mx/)
    * [みゅーみくす@ライフプランニングもできるSREさんのプロフィール | あなただけのパーソナルメンターを（MENTA）](https://menta.work/user/35150)","4d7358ba-f947-4375-bc63-a89d2f19d98e","2023-01-22 22:00:00",35008795,"4375.98"
174,"2023-01-29","EP174 ゆるふわに立ち返る","北海道のラジオで紹介されました、応用情報技術者試験、Pixela、企画回やゲスト回などについて話しました。","北海道のラジオで紹介されました、応用情報技術者試験、Pixela、企画回やゲスト回などについて話しました。

  
Show Notes
- ラジオで紹介されました
  - 2023年1月25日(水) 19時からAIR-G'（FM北海道）で放送の「ドミきゅん」にて
  - [1月25日のPodcast｜ドミきゅん｜AIR-G' FM北海道 80.4](https://www.air-g.co.jp/domi/29362/)
  - [紹介ツイート](https://twitter.com/yuru28club/status/1617508916140867594)
  - [あしゆさんのツイート](https://twitter.com/ashiyu1988/status/1618217197326962700)
- 応用情報技術者試験
  - [Pixela | あなたの頑張りや継続を記録し、育てたい。そのすべてを、APIで。](https://pixe.la/ja)
  - [学習時間の計測と記録の仕組みを Pixela で構築する](https://help.pixe.la/ja/blog/build-studying-timer)
- 企画回やゲスト回
  - [しふみんさんのツイート](https://twitter.com/shifumin/status/1618505147688325120)
  - [EP54 才能診断ツール #ストレングスファインダー でメンバーの強みを分析してみた - ゆるふわPodcast](https://yuru28.com/54) 
今週のインターネット
- 最高裁のメールアドレスが @nifty.com で話題に
  - [最高裁はなぜ「nifty.com」のメールアドレスを使っていたのか？　話を聞いた　「現在見直しを検討中」 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2301/27/news193.html)
- 雪で西日本が大変なことに
  - [「酸欠のような状態に」 JR京都線など、雪で5時間以上立ち往生も | 毎日新聞](https://mainichi.jp/articles/20230125/k00/00m/040/020000c)

[このPodcastをサポートする](https://www.patreon.com/bePatron?u=12932782)

","db38e58f-426c-4c5a-835e-61345d519942","2023-01-29 22:00:00",13526695,"1690.748875"
175,"2023-02-05","EP175 2人で映画・ゲームトーク","かがみの孤城、映画、おかゆ作品、ホグワーツ・レガシー、超探偵事件簿 レインコード、ゲームなどについて話しました。","かがみの孤城、映画、おかゆ作品、ホグワーツ・レガシー、超探偵事件簿 レインコード、ゲームなどについて話しました。

  
Show Notes
- かがみの孤城
  - [映画『かがみの孤城』公式サイト](https://movies.shochiku.co.jp/kagaminokojo/)
  - [かがみの孤城｜ポプラ社](https://www.poplar.co.jp/book/search/result/archive/8008113.html)
  - [「おかゆ作品」の説明ツイート](https://twitter.com/milly_illst/status/1344589648731914240)
  - [ワールドツアー上映「鬼滅の刃」上弦集結、そして刀鍛冶の里へ](https://kimetsu.com/anime/worldtour2023/)
- ゲーム
  - [ホグワーツ・レガシー](https://www.hogwartslegacy.com/ja-jp)
  - [BIOHAZARD RE:4 | CAPCOM](https://www.residentevil.com/re4/ja-jp/)
  - [「STAR WARS ジェダイ:サバイバー™」 – エレクトロニック・アーツ](https://www.ea.com/ja-jp/games/starwars/jedi/jedi-survivor)
  - [ダンガンロンパ制作陣による新作「超探偵事件簿 レインコード」の詳細が公開に。リリースは2023年春を予定](https://www.4gamer.net/games/607/G060702/20220913133/)
今週のインターネット
- [Twitter、APIを有料化へ　無料提供は9日で終了　「詳細は来週発表する」 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2302/02/news171.html)

[このPodcastをサポートする](https://www.patreon.com/bePatron?u=12932782)

","253b4f1a-1d63-448b-9d39-f0d02706d1cd","2023-02-05 22:00:00",14503615,"1812.8715"
176,"2023-02-12","EP176 TwitterかTwitter以外か","Twitter Blue、SNS、ダーツのルールがわからない、ホグワーツ・レガシーなどについて話しました。","Twitter Blue、SNS、ダーツのルールがわからない、ホグワーツ・レガシーなどについて話しました。

  
Show Notes
- SNS
  - [TweetDeckにログインできない　解決法は？　Twitter Blue専用になるとのうわさも - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2302/09/news123.html)
  - [Rebuild: 116: Sinatra On Rails (Naoya Ito)](https://rebuild.fm/116/#t=00:46:16)
    - 00:46:16 頃からの話
  - [EP02 生の実感を得るタイミング - ゆるふわPodcast](https://yuru28.com/2)
    - イマドキのプログラミング初心者の登竜門はなにか問題
- ダーツバー
  - [JACK 目黒店](http://www.jack-jp.com/me/)
- エンディング
  - [ホグワーツ・レガシー](https://www.hogwartslegacy.com/ja-jp)
今週のインターネット
- [TwitterのAPI呼び出し回数エラー、原因は「従業員が誤ってデータ削除」との報道 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2302/10/news086.html)

[このPodcastをサポートする](https://www.patreon.com/bePatron?u=12932782)

","910e6896-8e9c-45e9-82e5-2f0a167f39e3","2023-02-12 22:00:00",17400062,"2174.92825"
177,"2023-02-19","EP177 レビューコメントはずんだもんに読ませれば良い説","ホグワーツ・レガシー、コンテンツ話、コードレビューにおける「純粋に質問」などについて話しました。","ホグワーツ・レガシー、コンテンツ話、コードレビューにおける「純粋に質問」などについて話しました。

Show Notes

- オープニング
- 麺処井の[庄監修辛辛魚らーめん：商品情報：寿がきや株式会社](https://www.sugakiya.co.jp/products/cup/soku_n_7419053.html?id=7419053)
- ホグワーツ・レガシー
- ホグワ[ーツ・レガシー - ホーム](https://www.hogwartslegacy.com/ja-jp)

- コンテンツ話
- 『劇[場版 ヴァイオレット・エヴァーガーデン』公式サイト](http://violet-evergarden.jp/)

- オ[リジナルTVアニメーション「リコリス・リコイル」公式サイト](https://lycoris-recoil.com/)
-   
- [TVアニメ「ぼっち・ざ・ろっく！」公式サイト](https://bocchi.rocks/)
- [TVアニメ「お兄ちゃんはおしまい！」公式サイト](https://onimai.jp/)
- [TVアニメ「転生王女と天才令嬢の魔法革命」公式サイト](https://tenten-kakumei.com/)
- [スーパーの裏でヤニ吸うふたり | ビッグガンガン | SQUARE ENIX](https://magazine.jp.square-enix.com/biggangan/introduction/yanisuu/)
- [アークナイツ](https://www.arknights.jp/)
- [TVアニメ『よふかしのうた』](https://yofukashi-no-uta.com/)
- [Steam: ArcRunner](https://store.steampowered.com/app/1575830/ArcRunner/)
- [Steam： Papers, Please](https://store.steampowered.com/app/239030/Papers_Please/?l=japanese)
- [Steam：Path of Exile](https://store.steampowered.com/app/238960/Path_of_Exile/?l=japanese)
- [Steam： Stray](https://store.steampowered.com/app/1332010/Stray/?l=japanese)
- [Steam: ZERO Sievert](https://store.steampowered.com/app/1782120/ZERO_Sievert/?l=japanese)
- [ARMORED CORE VI OFFICIAL SITE | アーマード・コア６ オフィシャルサイト](https://www.armoredcore.net/)
- コードレビューにおける「純粋に質問」について
- [Junichi Ito (伊藤淳一)さんはTwitterを使っています: 「コードレビューにおいて疑問文が詰問に聞こえちゃうパターンなので「純粋に質問」を冒頭に付けてみた。 「なんでtrueにしたんですか？」が「普通はやらないでしょ！💢」に聞こえてしまう日本語の難しさよ……。 https://t.co/3hDi6sV6FP」 / Twitter](https://twitter.com/jnchito/status/1624955218655072257)

今週のインターネット

- [【動画】NHK函館カメラにせん光 北朝鮮ミサイル落下ほぼ同時刻 | NHK | 北朝鮮 ミサイル](https://www3.nhk.or.jp/news/html/20230218/k10013984701000.html)
","fee14f5d-53d5-4aa8-a10e-b63da415c6ad","2023-02-19 15:00:00",20087150,"2510.784875"
178,"2023-02-26","EP178 CSSフレームワークの件","Kindle Paperwhite、ホグワーツ・レガシー、CSSフレームワークなどについて話しました。","Kindle Paperwhite、ホグワーツ・レガシー、CSSフレームワークなどについて話しました。

Show Notes

- Kindle Paperwhite
- [Kindle Paperwhite (16GB) 6.8インチディスプレイ](https://amzn.to/3ZhykbM)
- ホグワーツ・レガシー
- [【#1】ダンブルドア校長のホグワーツレガシー実況 - YouTube](https://www.youtube.com/watch?v=B9Za6fcyoq4)
- [【声真似】スネイプ教授のホグワーツレガシー初見プレイ実況 - YouTube](https://www.youtube.com/watch?v=1SZwGmPK1cE)
- CSSフレームワーク
- [mktakuyaさんはTwitterを使っています: 「フロントエンド強い同僚がCSSフレームワーク使ってる人はその時点で採らない判断をするくらい良くない選択肢だと言うのだけど、実際フロントちゃんとやってきた人からするとそういうものなのだろうか。Rails MPA時代はずっとBootstrap使ってたので、どうしてもTailwindやChakraUIに目がいってしまう。」 / Twitter](https://twitter.com/mktakuya/status/1627683091094581248)

今週のインターネット

- [iwashi / Yoshimasa IwaseさんはTwitterを使っています: 「開発者・エンジニアのためのドキュメント術をまとめた ""Docs for Developers"" の翻訳書籍である、 ""ユーザーの問題解決とプロダクトの成功を導く エンジニアのためのドキュメントライティング"" が3月11日に発売されます！（予約可能になりました！） https://t.co/Nd0y5hgPYM」 / Twitter](https://twitter.com/iwashi86/status/1628322493101637632)
- [EP33 fukaborifm iwashiさんを深堀りする回](https://yuru28.com/33)&nbsp;に出演頂いたiwashiさんが翻訳書籍をご出版されました！買うしかない！

","a84be604-abd4-43a4-8924-6838e23c2b64","2023-02-26 15:00:00",28032841,"3504.012625"
179,"2023-03-05","EP179 2人で雑談","花粉、旅行、仕事について話しました。","花粉、旅行、仕事について話しました。

Show Notes

- オープニング
- [神奈川県の高級日帰り温泉・岩盤浴なら|宮前平源泉湯けむりの庄](https://www.yukemurinosato.com/miyamaedaira/)
- 旅行
- [金沢21世紀美術館 | 21st Century Museum of Contemporary Art, Kanazawa.](https://www.kanazawa21.jp/)
- [横須賀美術館](https://www.yokosuka-moa.jp/)
- 仕事
- [Mutagen Compose | Mutagen](https://mutagen.io/documentation/orchestration/compose)

今週のインターネット

- [OpenAI、「ChatGPT API」と企業向け専用容量プランの提供開始　「gpt-3.5-turbo」も発表 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2303/02/news076.html)

","a9e9e433-614e-447c-967d-e47c187aafb9","2023-03-05 22:00:00",21967348,"2745.86075"
180,"2023-03-12","EP180 金沢旅行に行ってきました日記","金沢旅行に行ってきました日記、収録日と放送日という概念などについて話しました。","金沢旅行に行ってきました日記、収録日と放送日という概念などについて話しました。

Show Notes

- 金沢旅行に行ってきました日記
- [金沢旅行に行ってきました日記｜ふっくん｜note](https://note.com/fk2763owl/n/nb6ec5984303f)
- 収録日と放送日という概念
- [リリー・フランキー「スナック ラジオ」 -TOKYO FM 80.0MHz](https://www.tfm.co.jp/snack/)
- 雑談

今週のインターネット

- [シリコンバレーバンクが経営破綻 米銀行破綻で2番目の規模 | NHK](https://www3.nhk.or.jp/news/html/20230311/k10014005141000.html)

","6fd431fc-bc7b-4d81-be98-3eae70947f8d","2023-03-12 22:00:00",16063878,"2007.901625"
181,"2023-03-15","EP181 CreResiの竹馬さんと近況交換会","竹馬さん @tchikuba をゲストにお迎えして、近況、Podcast、AI、Web3などについて話しました。","竹馬さん @tchikuba をゲストにお迎えして、近況、Podcast、AI、Web3などについて話しました。

Show Notes

- 竹馬さんの近況
- [竹馬力（@tchikuba）さん](https://twitter.com/tchikuba)
- [EP72 #CEOFM を一年間毎日更新した竹馬さんにPodcastとエンジニア教育について聞いてみた - ゆるふわPodcast](https://yuru28.com/72)
- [#191 リブセンスを退職しました 作成者：CEO.FM](https://podcasters.spotify.com/pod/show/ceofm/episodes/191-ehg2je)
- [納品のない受託開発とは - 株式会社ソニックガーデン](https://www.sonicgarden.jp/join_us/job/n2jk)
- Podcast話
- [CEO.FM • Anchorのポッドキャスト](https://podcasters.spotify.com/pod/show/ceofm)
- mkの近況
- AI
- [Introducing ChatGPT](https://openai.com/blog/chatgpt)
- Web3
- [STEPN is a Web3 lifestyle app with Social-Fi and Game-Fi elements](https://stepn.com/)

","ad7883f0-b78f-4327-951e-3d1b6c0641e4","2023-03-15 22:00:00",36905586,"4613.0935"
182,"2023-03-19","EP182 GPT-4搭載のChatGPTが出た日に収録しました","ゲスト回、ChatGPT、SNSなどについて話しました。","ゲスト回、ChatGPT、SNSなどについて話しました。

Show Notes

- オープニング
- [Riverside.fm - Record Podcasts And Videos From Anywhere](https://riverside.fm/)
- [7 Days to End with You | Game（インディーゲーム） | PLAYISM（プレーイズム）公式サイト](https://playism.com/game/7daystoendwithyou/)
- [EP181 CreResiの竹馬さんと近況交換会 - ゆるふわPodcast](https://yuru28.com/181)
- GPT-4搭載ChatGPT
- [GPT-4](https://openai.com/research/gpt-4)
- [「GPT-4」発表　日本語でもChatGPT英語版より高性能、司法試験で上位10％、「この画像何が面白いの？」にも回答 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2303/15/news092.html)
- [GPT-4のすごさとその影響範囲について - Qiita](https://qiita.com/sakasegawa/items/4c6b9c3f703e89ec1c4d)
- SNS
- [【佐久間宣行】ハードSFにハマるきっかけになった1冊【前田裕太MC 芸能界読書部】 - YouTube](https://www.youtube.com/watch?v=LIaLlRIFe7c)
- [Misskeyをはじめよう](https://join.misskey.page/ja-JP/)
- オープンソースソフトウェアとしてのMisskey
- [Misskey.io | Misskey.io](https://misskey.io/)
- 最近流行っているMisskeyのインスタンス
- [mstdn.jp](https://mstdn.jp/explore)
- [世界最大のMastodonインスタンス管理人、ドワンゴ入社を発表 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/1704/21/news112.html)
- mstdn.jp をドワンゴが買ったのではなく、管理人様がドワンゴに入社しただけでした。
- [ASCII.jp：自宅サーバーからさくらのクラウドへ！mstdn.jpとの2週間をさくらの2人に聞く (1/4)](https://ascii.jp/elem/000/001/477/1477028/)
- もともと自宅サーバーで動かしていたのを、さくらのクラウドで動かすようにした、ということらしい。
- [backspace.fm](https://backspace.fm/)

今週のインターネット

- AI系
- [「GPT-4」発表　日本語でもChatGPT英語版より高性能、司法試験で上位10％、「この画像何が面白いの？」にも回答（1/3 ページ） - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2303/15/news092.html)
- [Microsoft 365 Copilot を発表 – 仕事の副操縦士 - News Center Japan](https://news.microsoft.com/ja-jp/2023/03/17/230317-introducing-microsoft-365-copilot-your-copilot-for-work/)

","96b3904d-02ac-4d08-810c-09563c443e7d","2023-03-19 22:00:00",14607460,"1825.85425"
183,"2023-03-26","EP183 イマジナリー・シリコンバレー","WBC、スポーツ漫画、イマジナリー・シリコンバレー、スター・ウォーズ、PSYCHO-PASSなどについて話しました。","WBC、スポーツ漫画、イマジナリー・シリコンバレー、スター・ウォーズ、PSYCHO-PASSなどについて話しました。

Show Notes

- WBC・スポーツ
- [2023 WORLD BASEBALL CLASSIC™](https://www.wbc2023.jp/)
- [【公式】サンデーうぇぶり編集部さんはTwitterを使っています: 「【【緊急予告】】このあと14時からスタート‼️ アプリで『MAJOR』⚾️緊急[24時間]全巻無料‼️ ㊗️日本🇯🇵優勝おめでとう記念‼️🥇 ⬇️アプリダウンロードはこちらから⬇️ https://t.co/hOr6u3PlpR #MAJOR #メジャー #茂野吾郎 #大谷選手 #WBC侍ジャパン #サンデーうぇぶり https://t.co/iG1nVhaZtl」 / Twitter](https://twitter.com/SundayWebry/status/1638396456041345024)
- [イナズマイレブンシリーズ](https://www.inazuma.jp/)
- [ドラベース ドラえもん超野球(スーパーベースボール)外伝 (1) (てんとう虫コミックス)](https://amzn.to/40CHVuM)
- [ミラクルボール（１） (てんとう虫コミックス)](https://amzn.to/3zecjzD)
- 主人公の名前をずっと「宮本武蔵」と呼んでましたが、正しくは「宮本不滅（みやもとふめつ）」でした。
- [かっとばせ!キヨハラくん - Wikipedia](https://ja.wikipedia.org/wiki/%E3%81%8B%E3%81%A3%E3%81%A8%E3%81%B0%E3%81%9B!%E3%82%AD%E3%83%A8%E3%83%8F%E3%83%A9%E3%81%8F%E3%82%93)
- イマジナリー・シリコンバレー
- [スーパーボウル | NFL JAPAN.COM](https://nfljapan.com/guide/about/calendar/superbowl)
- NFLというアメリカのアメフトプロリーグの決勝戦のことを「スーパーボウル」と呼ぶらしい。
- [「ムチャクチャな理由で会社が休みになりました」　バーグハンバーグバーグが6月24日を「ださいマウスポインタの日」として祝日に - ねとらぼ](https://nlab.itmedia.co.jp/nl/articles/2006/24/news088.html)
- [covelline, LLC.](https://covelline.com/)
- [6月は祝日がないので… | covelline, LLC.](https://covelline.com/news/2019/1345/)
- [疲れた休暇のお知らせ | covelline, LLC.](https://covelline.com/news/2019/1348/)
- [2023年の主なスポーツイベントまとめ！などの注目イベントをご紹介 | SportsMap](https://www.spocafe.jp/spo-map/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88%E6%83%85%E5%A0%B1/9459/)
- [ISU 世界フィギュアスケート選手権大会 2023](https://wfc2023.jp/)
- [日程・結果｜FIFA 女子ワールドカップ オーストラリア&ニュージーランド 2023｜なでしこジャパン｜日本代表｜JFA｜日本サッカー協会](https://www.jfa.jp/nadeshikojapan/womensworldcup2023/schedule_result/)
- スター・ウォーズ
- [スター・ウォーズ：テイルズ・オブ・ジェダイを視聴 | Disney+(ディズニープラス)](https://www.disneyplus.com/ja-jp/series/star-wars-tales-of-the-jedi/7ZQbZDR64MvB)
- [マンダロリアン（The Mandalorian）｜Disney+ (ディズニープラス) 公式](https://disneyplus.disney.co.jp/program/mandalorian)
- 劇場版 PSYCHO-PASS サイコパス PROVIDENCE
- [『劇場版 PSYCHO-PASS サイコパス PROVIDENCE』上映劇場情報](https://theater-ods.toho.co.jp/psycho-pass_PROVIDENCE/)
- [FODプレミアム初月200円(税込)で見放題 「FODスタートパックではじめよう！サブスク新生活」｜フジテレビの公式動画配信サービス＜FOD＞](https://fod.fujitv.co.jp/cp/startpack2023/lp/)
- [【AnimeJapan2023】『劇場版PSYCHO-PASS サイコパス PROVIDENCE』スペシャルステージ配信決定！｜NEWS｜アニメ『PSYCHO-PASS サイコパス』シリーズ公式サイト](https://psycho-pass.com/news/20230317_01.php)

今週のインターネット

- WBC
- [世界一“休みベタ”な日本人　「WBC休暇」がこれほどまで喝采を浴びたワケ：働きやすい職場とは（1/3 ページ） - ITmedia ビジネスオンライン](https://www.itmedia.co.jp/business/articles/2303/23/news057.html)

","f8a16a6e-b37b-4ff4-8723-8d236178a757","2023-03-26 22:00:00",21687515,"2710.830625"
184,"2023-04-02","EP184 未読通知溜めがち","PodTrak P4、Twitter Blue、未読通知、Gmail、モバイルオーダーなどについて話しました。","PodTrak P4、Twitter Blue、未読通知、Gmail、モバイルオーダーなどについて話しました。

Show Notes

- オープニング
- [PodTrak P4 | ZOOM](https://zoomcorp.com/ja/jp/podtrak-recorder/podcast-recorders/podtrak-p4/)
- [Twitter「おすすめ」掲載権と投票権は課金Twitter Blueユーザー限定へ。4月15日から | テクノエッジ TechnoEdge](https://www.techno-edge.net/article/2023/03/28/1076.html)
- 未読通知
- モバイルオーダー
- [Aki（@LoveIdahoBurger）さん / Twitter](https://twitter.com/LoveIdahoBurger)
- 現キャディ株式会社、元マクドナルドでPdMの方

今週のインターネット

- [Twitter、「おすすめ」アルゴリズムを含むソースコードをGitHubで公開 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2304/01/news042.html)

","0b5a47a9-9d2a-401e-a9a5-32449b6fa646","2023-04-02 22:00:00",16263421,"2032.848625"
185,"2023-04-09","EP185 久々に開発トーク","花粉、ペアプロ・モブプロ、エディタとIDE、スター・ウォーズなどについて話しました。","花粉、ペアプロ・モブプロ、エディタとIDE、スター・ウォーズなどについて話しました。

Show Notes

- オープニング
- ペアプロ・モブプロ
- [Sublime Text - Text Editing, Done Right](https://www.sublimetext.com/)
- [複数の作者を持つコミットを作成する - GitHub Docs](https://docs.github.com/ja/pull-requests/committing-changes-to-your-project/creating-and-editing-commits/creating-a-commit-with-multiple-authors)
- [GitHub CLI | Take GitHub to the command line](https://cli.github.com/)
- [TeraPad&nbsp;公式サイト](https://tera-net.com/)
- コンテンツ話
- [スター・ウォーズ：バッド・バッチ | Disney+(ディズニープラス)](https://www.disneyplus.com/ja-jp/series/star-wars-the-bad-batch/4gMliqFxxqXC)
- [【APEX】4月29日に「STAR WARS ジェダイ:サバイバー」の発売記念アイテムがログイン報酬として配布されるとのこと | エーペックスレジェンズ - APEX攻略速報まとめ＠エペ速](https://apexlegends-news.com/login-rewards-star-wars/)
- [STAR WARS Jedi: Survivor™️](https://www.ea.com/ja-jp/games/starwars/star-wars-jedi-survivor)
- [ブラックリスト - Netflix](https://www.netflix.com/title/70281312)

今週のインターネット

- [SocialDog Status - システム障害のお知らせ](https://status.social-dog.net/incidents/dr8cdqf00rhw)
- Twitterでビジネスするのが若干リスキーに(´･\_･`)

","9b1bd9f1-9920-4730-a0e6-8c7141dfde2e","2023-04-09 22:00:00",19248230,"2405.9555"
186,"2023-04-16","EP186 出社・コミュニケーション","コーヒー、出社、コミュニケーションなどについて話しました。","コーヒー、出社、コミュニケーションなどについて話しました。

Show Notes

- オープニング
- [EP158 寒い季節にコーヒーとコンサートはいかがですか - ゆるふわPodcast](https://yuru28.com/158)
- 粕谷哲さんについて言及した回
- 出社
- エンディング
- [ブラックリスト - Netflix](https://www.netflix.com/title/70281312)
- [演じたキャラクターは60人以上!? クローン・トルーパーに命と情熱を吹き込んだ俳優・金田明夫さんに聞く制作秘話 | Disney DAILY](https://sp-magazine.disney.co.jp/p/sw/60574)

今週のインターネット

- [岸田首相に銀色の物体を投げつけた男、５０代の漁師が取り押さえる…「とっさに体が動いた」 : 読売新聞](https://www.yomiuri.co.jp/national/20230415-OYT1T50105/)

","9ca56795-c1f2-4409-94c1-6c4e981cf5f1","2023-04-16 22:00:00",18584244,"2322.9645"
187,"2023-04-23","EP187 #yarukinaifm コラボ収録 in 秋葉原 前編","マークさん、sugaiさんをゲストにお招きして、はじめてのオフライン収録、新卒エンジニア採用、いま新卒カードを手に入れたらどこに行くなどについて話しました。","マークさん、sugaiさんをゲストにお招きして、はじめてのオフライン収録、新卒エンジニア採用、いま新卒カードを手に入れたらどこに行くなどについて話しました。

Show Notes

後半はYarukinai.fmさんでどうぞ：&nbsp;

http[s://yarukinai.fm/episode/181](https://yarukinai.fm/episode/181)

- オープニング
- Pod[Trak P4 | ZOOM](https://zoomcorp.com/ja/jp/podtrak-recorder/podcast-recorders/podtrak-p4/)

- 自己紹介して頂くのを忘れていた……ｗ

- Y[arukinai.fm](https://yarukinai.fm/)
-   
- [マークさん @tetuo41](https://twitter.com/tetuo41)
- [Sugaiさん @sugaishun](https://twitter.com/sugaishun)
- はじめてのオフライン収録
- 新卒エンジニア採用
- いま新卒カードを手に入れたらどこに行く
- セキュリティ界隈では友利奈緒が一時期ミームになっていた
- [ハッカー大会にCharlotteの友利奈緒コスプレ4人組が出場　文部科学大臣賞を受賞するなど“能力者”ぶりを見せつける - ねとらぼ](https://nlab.itmedia.co.jp/nl/articles/1602/02/news132.html)

※ 場面転換の効果音素材:&nbsp;[効果音ラボ](https://soundeffect-lab.info/)&nbsp;様

今週のインターネット

- 『SPY×FAMILY』作者である遠藤達哉さんのTwitterアカウントに、企業マークがついた。ご本人は何もしていないとのこと。
- https://twitter.com/_tatsuyaendo_/status/1649642567456395264

","1c75d69f-a9c2-4b0e-806b-a8aefc760320","2023-04-23 22:00:00",16968379,"2120.93325"
