"number","date","title","summary","content","art19_uuid","published_at","byte_size","duration"
34,"2020-06-21","EP34 老害について語る回","Twitter音声ツイート機能、EP33 iwashiさん回、サポータープログラム開設のお知らせ、老害について、進歩を止めないために出来ることなどについて話しました。","* [ボートマッチ - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%9C%E3%83%BC%E3%83%88%E3%83%9E%E3%83%83%E3%83%81)
* [声で思いをツイートする](https://blog.twitter.com/ja_jp/topics/product/2019/your-tweet-your-voice_ja.html)
* [EP33 fukaborifm iwashiさんを深堀りする回 #fukabori - ゆるふわPodcast](https://yuru28.com/33)
* [ゆるふわ倶楽部サポータープログラム（Patreon）](https://www.patreon.com/bePatron?u=12932782)
* [老害について - Kentaro Kuribayashi's blog](https://blog.kentarok.org/entry/2014/11/04/015447)
* [老害について（Slideshare）](https://www.slideshare.net/sasakipochi/ss-51445100)
* [EP12 あとで読むをあとで読まない問題 - ゆるふわPodcast](https://yuru28.com/12)
* [『学び効率が最大化するインプット大全』 - Amazon.co.jp](https://amzn.to/2V2fjf5)
* [『学びを結果に変えるアウトプット大全』 - Amazon.co.jp](https://amzn.to/3fHRLnn)","399ae70d-a323-434d-8956-2fb69b33e616","2020-06-21 23:00:00",21951169,"2743.744875"
35,"2020-06-26","EP35 接触確認アプリを巡るいろいろについて語った回","Podcastの説明、接触確認アプリ（COCOA) 、個人開発者とCovid-19 Radarプロジェクト、批判の文化が日本を技術後進国にしているかもしれないという話、マジョリティ側になると暴走する話などについて話しました。","* Podcastの説明
* [新型コロナウイルス接触確認アプリ（COCOA) COVID-19 Contact-Confirming Application｜厚生労働省](https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/cocoa_00138.html)
* [個人開発者とCovid-19 Radarプロジェクト - laiso](https://lai.so/entry/2020/06/22/covid-19radar-and-me)
* [AppleとGoogle、 新型コロナウイルス感染症対策として、 濃厚接触の可能性を検出する技術で協力 - Apple (日本)](https://www.apple.com/jp/newsroom/2020/04/apple-and-google-partner-on-covid-19-contact-tracing-technology/)
* [Covid-19Radar/Covid19Radar - GitHub](https://github.com/Covid-19Radar/Covid19Radar)
* [誹謗中傷かどうかよりも、批判の量のほうが問題じゃないかなという話｜けんすう](https://kensuu.com/n/n04e9750d026d)
* [批判の文化が日本を技術後進国にしているかもしれないという話 - メソッド屋のブログ](https://simplearchitect.hatenablog.com/entry/2020/06/22/083821)
* [tokyo-metropolitan-gov/covid19: 東京都 新型コロナウイルス感染症対策サイト - GitHub](https://github.com/tokyo-metropolitan-gov/covid19)
* [【え？】ITエンジニア「えっこのサイト丸パクリじゃん…学生だからって許されるわけちゃうぞ」→オープンソースから作成したサイトでした - Togetter](https://togetter.com/li/1490138)
* [宮坂学 - Wikipedia（ヤフー出身の副都知事）](https://ja.wikipedia.org/wiki/%E5%AE%AE%E5%9D%82%E5%AD%A6)
* [EP26 今回から試験的に毎週配信してみるよ - ゆるふわPodcast（副都知事について言及した回）](https://yuru28.com/26)
","d77ef7d3-bbfe-4d8d-8abb-3ba4ec75e5bb","2020-06-28 23:00:00",21429555,"2678.51675"
36,"2020-07-03","EP36 草か（笑）か問題","6月は祝日が無い、メールの定型文・初対面は敬語問題、草か（笑）か問題、当たり障りのない雑談ネタ問題、相手がオタクかどうかの判別問題、高専生 登山リュック使いがち問題、昔のインターネット等について話しました。","* [合同会社コベリン](https://covelline.com/)
* [6月は祝日がないので… | covelline, LLC.](https://covelline.com/news/2019/1345/)
* [週休3日制度の廃止、及び「遊びの日」制定のお知らせ | covelline, LLC.](https://covelline.com/news/2020/1409/)
* [「ムチャクチャな理由で会社が休みになりました https://t.co/tgbEohsZ2P」 / Twitter](https://twitter.com/ARuFa_FARu/status/1275368193607913472)
* [株式会社バーグハンバーグバーグ](https://bhb.co.jp/)
* [オモコロ あたまゆるゆるインターネット](https://omocoro.jp/)
* [【告知】6月24日は会社オリジナルの祝日「ださいマウスポインタの日」としてお休みします – 株式会社バーグハンバーグバーグ](https://bhb.co.jp/blog/12830/)
* [本日6月2日はのび太が制定した祝日「ぐうたら感謝の日」→原作のオチがプレミアムフライデーの矛盾を指摘しているような…？ - Togetter](https://togetter.com/li/1116299)
* [よく聴いてるポッドキャスト - iwashi.co](http://iwashi.co/2020/06/27/Podcasts2020)
* [「聴いてる https://t.co/Wpxaf17oGL」 / Twitter](https://twitter.com/laiso/status/1277610617403129861)
* [「「株式会社○○の○○様　いつもお世話になっております　ナントカカントカ」みたいな文句をメールの冒頭に必ず入れるやつ、普段は一応あわせてるけどイケると判断したときだけ省くんだけど、それ以降相手も本題から入るようになると「だよな！」みたいな一体感がある」 / Twitter](https://twitter.com/kazoo04/status/1278649989749567490)
* [遊戯王カードWiki - 《ビッグ・シールド・ガードナー》](https://yugioh-wiki.net/index.php?%A1%D4%A5%D3%A5%C3%A5%B0%A1%A6%A5%B7%A1%BC%A5%EB%A5%C9%A1%A6%A5%AC%A1%BC%A5%C9%A5%CA%A1%BC%A1%D5)","4e6cd19a-ad9c-41b4-b146-20e71e970223","2020-07-05 23:00:00",19372166,"2421.34125"
37,"2020-07-10","EP37 人生とかいうクソゲーについて語る二人回","シリコンスチーマー、芳文社70周年記念キャンペーン、人生とかいうクソゲーなどについて話しました。","* [メトレフランセ シリコンスチーマー - Amazon.co.jp](https://amzn.to/38Kf3XL)
* [Amazon.co.jp: 芳文社キャンペーン（2020/07/16まで）: Kindleストア](https://www.amazon.co.jp/b?ie=UTF8&node=8187562051)
* 人生とかいうクソゲー
* [月下カオル💅ホロスターズ3期生「TriNero」さんはTwitterを使っています 「「人生」とかいう初見プレイ、攻略wiki無し、残機ゼロ、強制セーブの激ムズゲーム」 / Twitter](https://twitter.com/tsukishitakaoru/status/1280680321055244288)
* 1．チートアイテム
* [機動戦士ガンダムSEED - Wikipedia](https://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0SEED)
* [TVアニメ「ヨルムンガンド」公式サイト](https://www.jormungand.tv/)
* 2．クソゲーの条件を覆せたら面白い
* [＜公式＞蒼の彼方のフォーリズム・あおかな / sprite](https://aokana.net/)
* [【ワーナー公式】映画（ブルーレイ,DVD & 4K UHD/デジタル配信）｜インターステラー](https://warnerbros.co.jp/home_entertainment/detail.php?title_id=4366/)
* [Production I.G｜東のエデン](https://www.production-ig.co.jp/works/juiz/)
* [電脳コイル｜磯光雄監督作品](https://www.tokuma.jp/coil/)
* 3．人生における攻略Wikiとは
* [入社1年目の教科書 - Amazon.co.jp](https://amzn.to/2ZfVi74)
* 総括 自分の軸を持ちましょう","d47c91b2-3fb5-4b6d-b2d8-f3a2bf820482","2020-07-12 23:00:00",21277036,"2659.4735"
38,"2020-07-17","EP38 ナメられたら終わりではなくクソザコを出せるを目指そう回","人と接するときは自分のクソザコを出したい、HRT（謙虚・尊敬・信頼）、AWS X-Ray、四連休などについて話しました。","* [EP37 人生とかいうクソゲーについて語る二人回 - ゆるふわPodcast](https://yuru28.com/37)
* [【公式】洞爺湖万世閣ホテルレイクサイドテラス｜北海道・洞爺湖温泉の温泉ホテル](https://www.toyamanseikaku.jp/)
* [人と接するときは自分のクソザコを出したい - 📦田中、仙台に生きる📦](http://tanakalivesinsendai.hatenablog.com/entry/2019/06/21/103138)
* [『Team Geek ―Googleのギークたちはいかにしてチームを作るのか』 - Amazon.co.jp](https://amzn.to/3fS3ZKF)
* [HRTの原則 ～ソフトウェア開発はバーでしっとり語り合うように ～ : 小野和俊のブログ](http://blog.livedoor.jp/lalha/archives/50496623.html)
* [AWS X-Ray（分散アプリケーションの分析とデバッグ）| AWS](https://aws.amazon.com/jp/xray/)
* [開発者らが日常業務から2日間離れ、自由なアイデアの実現に集中するメルカリの社内ハッカソン「Go Bold Day」とは。Mercari Tech Conf 2018 － Publickey](https://www.publickey1.jp/blog/18/2go_bold_daymercari_tech_conf_2018.html)
","a8d04eac-6d43-4e4e-80dd-fc90c29827ca","2020-07-19 23:00:00",21413350,"2676.531625"
39,"2020-07-24","EP39 漫画雑誌の思い出を語る回","子供の頃やっていたこと、車窓に忍者、洗濯バサミロボット、赤ペン先生の景品、CEOFM出演、コロコロコミック、ジャンプ、ガンガン、ボンボン、エース、てれびくんなどについて話しました。","* [「ここから始まってますね僕らの創作は😁 https://t.co/U2xZlEt9rk」 / Twitter](https://twitter.com/nakasorahami/status/1284393035753635842?s=20)
* [斑鳩 IKARUGA](https://ja.wikipedia.org/wiki/%E6%96%91%E9%B3%A9_(%E3%82%B7%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B2%E3%83%BC%E3%83%A0))
* [赤ペン先生の添削指導｜進研ゼミ小学講座](https://sho.benesse.co.jp/cp/akapen_rn/)
* [#183 コロナ禍でリモートワークしながらポッドキャストを配信する（ゲスト配信回） by CEO.FM • A podcast on Anchor](https://anchor.fm/ceofm/episodes/183-eh4dld)
* [竹馬さんのTwitter @tchikuba](https://twitter.com/tchikuba)
* [月刊コロコロコミック | 雑誌 | 小学館](https://www.shogakukan.co.jp/magazines/series/018000)
* [集英社『週刊少年ジャンプ』公式サイト](https://www.shonenjump.com/j/)
* [コミックボンボン - Wikipedia](https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%83%9C%E3%83%B3%E3%83%9C%E3%83%B3)
* [まんがタイムきららWeb](http://www.dokidokivisual.com/)
* [ガンガンONLINE | SQUARE ENIX](https://www.ganganonline.com/)
* [少年エース公式サイト](https://web-ace.jp/shonenace/)
* [小学館「てれびくん」オフィシャルサイト](https://televi-kun.net/)
","19a3c231-0733-4108-a45a-1ad1d213cace","2020-07-26 23:00:00",19102151,"2387.617"
40,"2020-07-31","EP40 ○○恐怖症について語る回","systemand.online、Podcastの感想、サポータープログラム、yarukinai.fm ファンクラブ、○○恐怖症、共感性羞恥などについて話しました。","* [EP33 fukaborifm iwashiさんを深堀りする回 #fukabori - ゆるふわPodcast](https://yuru28.com/33)
* [systemand.online](https://systemand.online/)
* [#yuru28 - Twitter](https://twitter.com/hashtag/yuru28?f=live)
* [EP39 漫画雑誌の思い出を語る回 - ゆるふわPodcast](https://yuru28.com/39)
* [「やっと追いついた〜 WWWボールがすらっと出てきたとこでめっちゃ笑った笑 #yuru28」 - Twitter](https://twitter.com/_enuyoshi/status/1287718873588875269)
* [EP37 人生とかいうクソゲーについて語る二人回 - ゆるふわPodcast](https://yuru28.com/37)
* [「あれ、俺なんかやっちゃいました？クソおもろかった EP37 人生とかいうクソゲーについて語る二人回 - ゆるふわPodcast https://t.co/6jh5JBj8G5 #yuru28」 - Twitter](https://twitter.com/qawsij/status/1286147078737952769)
* [サポータープログラム - Patreon](https://www.patreon.com/yuru28)
* [Yarukinai.fmファンクラブ｜Hiroki Hatsushika](https://note.com/tetuo41/circle)
* [海洋恐怖症 - Wikipedia](https://ja.wikipedia.org/wiki/%E6%B5%B7%E6%B4%8B%E6%81%90%E6%80%96%E7%97%87)
* [先端恐怖症 - Wikipedia](https://ja.wikipedia.org/wiki/%E5%85%88%E7%AB%AF%E6%81%90%E6%80%96%E7%97%87#:~:text=%E5%85%88%E7%AB%AF%E6%81%90%E6%80%96%E7%97%87%E3%81%BE%E3%81%9F%E3%81%AF%E5%B0%96%E7%AB%AF,%E3%81%AA%E3%81%8F%E3%81%AA%E3%82%8B%E3%81%AA%E3%81%A9%E3%81%8C%E6%8C%99%E3%81%92%E3%82%89%E3%82%8C%E3%82%8B%E3%80%82)
* [トライポフォビア（集合体恐怖症） - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%A9%E3%82%A4%E3%83%9D%E3%83%95%E3%82%A9%E3%83%93%E3%82%A2)
* [閉所恐怖症 - Wikipedia](https://ja.wikipedia.org/wiki/%E9%96%89%E6%89%80%E6%81%90%E6%80%96%E7%97%87)
* [道化恐怖症（ピエロ恐怖症） - Wikipedia](https://ja.wikipedia.org/wiki/%E9%81%93%E5%8C%96%E6%81%90%E6%80%96%E7%97%87#:~:text=%E3%83%A1%E3%83%BC%E3%82%AD%E3%83%A3%E3%83%83%E3%83%97%E3%81%97%E3%81%9F%E3%83%94%E3%82%A8%E3%83%AD%E3%82%92%E8%A6%8B%E3%82%8B,%E6%81%90%E6%80%96%E7%97%87%E3%80%81%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%B3%E6%81%90%E6%80%96%E7%97%87%E3%80%82)
* [「報復性夜ふかし 日中の生活をコントロールできていないと感じる人が自由の感覚を取り戻すために夜の時間を使い必要以上に夜ふかしすること。」 - Twitter](https://twitter.com/Bijoux01/status/1277470488147529730)
* [同期のサクラ｜日本テレビ](https://www.ntv.co.jp/sakura2019/)
* [ニンゲン観察バラエティ『モニタリング』｜TBSテレビ](https://www.tbs.co.jp/monitoring-golden/)
* [フラッシュモブ - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A5%E3%83%A2%E3%83%96)
","4eca0ba0-f9e6-47dd-8282-2cc2c11bbe0d","2020-08-02 23:00:00",21433694,"2679.0915"
41,"2020-08-07","EP41 新ロゴ作ったよ回","ゆるふわPodcast 新ロゴについて話しました。","* 新ロゴ
* 新アイコン
* [株式会社マークラボ（märk lab inc.）｜デザイン・ウェブ制作会社](https://marklab.co.jp/)
* [Hiromi Sugie / märk labさん (@hiromisugie) / Twitter](https://twitter.com/hiromisugie)
* [エンジニア向けPodcast 「fukabori.fm」のロゴデザイン｜Hiromi Sugie / märk lab｜note](https://note.com/hiromisugie/n/n4f586af50513)
* [31. fukabori.fmのロゴ作成から学ぶデザイナーの業務プロセス w/ hiromisugie | fukabori.fm](https://fukabori.fm/episode/31)
* [3人の若手エンジニアが配信する 「ゆるふわPodcast」のロゴデザイン | Hiromi Sugie / märk lab｜note](https://note.com/hiromisugie/n/neb977012251a)

新ロゴ

![新ロゴ画像](https://yuru28.com/logo240.jpeg)

新アイコン

![新アイコン画像](https://yuru28.com/icon192.png)
","32f66b98-c1d7-49e6-af09-d7fd6139bc5b","2020-08-09 23:00:00",17567240,"2174.483875"
42,"2020-08-14","EP42 インターネットが無い生活なんて","人権（インターネット）喪失、インターネットが無い生活、無人島インターンなどについて話しました。","* [「朝からネットに繋がらず、ONUの認証ランプも消えているので、僕はしばらくインターネットから消えます 修理担当からの折り返しは夕方頃らしい」 / Twitter](https://twitter.com/mktakuya/status/1291907128404320257)
* [2015-12-05 人権（インターネット）喪失 - #えむけーろぐ](https://blog.m6a.jp/entry/2015/12/06/002840)
* [Dash for macOS - API Documentation Browser, Snippet Manager - Kapeli](https://kapeli.com/dash)
* [超難関！VOYAGE GROUPの無人島インターンを経て内定。彼女が語る「真の安定」とは | 就活Hack | OB訪問からESの書き方まで就職活動でのハックを公開！](https://shukatsuhack.com/3257)","4f0d447c-e39f-4702-8c32-cc40f04e807c","2020-08-16 23:00:00",15046177,"1880.68475"
43,"2020-08-21","EP43 24歳","酒、24歳、おもしろい動画、オタクの体力・耐久力などについて話しました。","* 酒
* [串鳥](https://kushidori.com/)
* [上善如水｜白瀧酒造 株式会社](http://www.jozen.co.jp/top/jozenmizunogotoshi.asp)
* 24歳
* おもしろい動画
* オタクの体力・耐久力
","11c30d58-4266-4ba5-a9dd-5aa61d40bdf3","2020-08-23 23:00:00",26736451,"3341.974375"
44,"2020-08-28","EP44 住みやすいインターネットをつくるために","Kyash アップデート、住みやすいインターネットをつくる話、2020秋アニメなどについて話しました。","* イントロ
* 音楽の聞こえる方向へ進むと目的地に到着するナビゲーション
* [アップル、音楽の聞こえる方向へ進むと目的地に到着するナビゲーション--特許を出願 - CNET Japan](https://japan.cnet.com/article/35158683/)
* Kyash
* [【重要】一部サービス変更を伴うアップデートのお知らせ - Kyash NEWS](https://news.kyash.co/post/627663254197501952/20200828)
* [キャッシュレス決済アプリ「Kyash」が9月7日にアップデート　カードからの送金不可に、SNSでは戸惑いの声も (1/2) - ねとらぼ](https://nlab.itmedia.co.jp/nl/articles/2008/28/news110.html)
* [Kyash SQL部の紹介 - Kyash Blog](https://blog.kyash.co/entry/2020/08/19/113800)
* [『B1グランプリ(Bug Bash)』を2時間やって細かいIssueを洗い出しました - Kyash Blog](https://blog.kyash.co/entry/2018/02/02/170530)
* [こにふぁーさん (@konifar) / Twitter](https://twitter.com/konifar)
* 住みやすいインターネットをつくる
* [ゾーニング(ぞーにんぐ)とは - コトバンク](https://kotobank.jp/word/%E3%82%BE%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0-5354)
* [Chrome拡張「Tampermonkey」で閲覧ウェブサイトをカスタマイズ！ - lisz-works](https://www.lisz-works.com/entry/chrome-tampermonkey)
* 2020 秋アニメ
* [月ノ美兎 - YouTube](https://www.youtube.com/channel/UCD-miitqNY3nyukJ4Fnf4_A)
* [アニメ「不滅のあなたへ」公式サイト](https://anime-fumetsunoanatae.com/)
* [TVアニメ「いわかける！- Sport Climbing Girls -」公式サイト](http://iwakakeru-anime.com/)
* [アサルトリリィBOUQUET(ブーケ) アニメ公式サイト](https://anime.assaultlily-pj.com/)
* [『ヒプノシスマイク-Division Rap Battle-』Rhyme Anima オフィシャルサイト](https://hypnosismic-anime.com/)
* [TVアニメ「まえせつ！」公式サイト](https://maesetsu.jp/)
* [TVアニメ『神達に拾われた男』公式サイト](https://kamihiro-anime.com/)
* [TVアニメ「100万の命の上に俺は立っている」公式サイト](http://1000000-lives.com/)
* [TVアニメ「ひぐらしのなく頃に」新プロジェクト | 公式サイト](https://higurashianime.com/)
* [TVアニメ「トニカクカワイイ」公式サイト](http://tonikawa.com/)
* [畑健二郎@トニカクカワイイさんはTwitterを使っています 「ちなみに先生の話は実話を元に描いております(笑)」 / Twitter](https://twitter.com/hatakenjiro/status/1197816724298428417)
* [TVアニメ「呪術廻戦」公式サイト](https://jujutsukaisen.jp/)
","1e315f6e-b995-4441-872f-8729a7c570b9","2020-08-30 23:00:00",20351211,"2543.77725"
45,"2020-09-04","EP45 テクノロジーとプライバシー","飲酒 頭痛、二人回、毎週更新、鍵の形状を音から推測する技術、プライバシー問題、スーパーマリオ 3Dコレクションなどについて話しました。","* 飲酒 頭痛
* [ワインを飲むと頭痛になる理由と、簡単に解消する方法 | ライフハッカー［日本版］](https://www.lifehacker.jp/2013/03/130319wine_ha.html)
* 二人回
* 鍵の形状を音から推測する技術
* [シリンダー錠に抜き差しする鍵の形状を“音”から推測する技術、合鍵の不正作成も - CNET Japan](https://japan.cnet.com/article/35158976/)
* プライバシー
* [iOS 14でアプリの広告トラッキングの拒否が可能に、セキュリティとプライバシーをさらに強化 | TechCrunch Japan](https://jp.techcrunch.com/2020/06/23/2020-06-22-apple-ios-14-ad-tracking/)
* [エドワード・スノーデン - Wikipedia](https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%89%E3%83%AF%E3%83%BC%E3%83%89%E3%83%BB%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%87%E3%83%B3)
* [アメリカ国家安全保障局 - Wikipedia](https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E5%9B%BD%E5%AE%B6%E5%AE%89%E5%85%A8%E4%BF%9D%E9%9A%9C%E5%B1%80)
* [PRISM (監視プログラム) - Wikipedia](https://ja.wikipedia.org/wiki/PRISM_(%E7%9B%A3%E8%A6%96%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%A0))
* [パーソン・オブ・インタレスト｜ワーナー海外ドラマ 公式サイト](https://wwws.warnerbros.co.jp/kaidora/personofinterest/)
* [アニメ『PSYCHO-PASS サイコパス ３ FIRST INSPECTOR』公式サイト](https://psycho-pass.com/)
* スーパーマリオ 3Dコレクション
* [スーパーマリオブラザーズ35周年 Direct｜任天堂](https://www.nintendo.co.jp/nintendo_direct/20200903/index.html)
* [スーパーマリオ ３Ｄコレクション | Nintendo Switch | 任天堂](https://www.nintendo.co.jp/switch/avp3a/index.html)
* [ニンテンドークラシックミニ　ファミリーコンピュータ｜任天堂](https://www.nintendo.co.jp/clv/index.html)
","424aded7-ce6d-4db7-9084-f97d628f5fa2","2020-09-06 23:00:00",18681933,"2313.79525"
46,"2020-09-14","EP46 週休二日は実質週休ゼロ日","巡回連絡、Yarukinaifm出演、平日のテンション、体験型ストア b8ta などについて話しました。","* 巡回連絡
    * [突然、訪問してきた警察官　「本物か？」と疑っていると、驚きの発言が… – grape [グレイプ]](https://grapee.jp/552216)
* 【告知】Yarukinai.fm EP56出演
    * [56. ゆるふわPodcast駆動生活 w/ @mktakuya | Yarukinai.fm](https://yarukinai.fm/episode/56)
    * [Yarukinai.fmファンクラブ｜Hiroki Hatsushika](https://note.com/tetuo41/circle)
* 平日のテンション
* 体験型ストア「b8ta」
    * [b8ta | ベータジャパン – b8ta Japan](https://b8ta.jp/)
    * [店舗のサブスク「b8ta」に行ってきたよ - #えむけーろぐ](https://blog.m6a.jp/entry/2020/09/07/001503)
    * [アップル、iOS 14の「トラッキング要求を許可」を延期。大手ゲーム会社に配慮か - Engadget 日本版](https://japanese.engadget.com/ios14-tracking-070008129.html)","6b50420e-3548-4c9c-b8ac-2cde6e0cfea1","2020-09-13 23:00:00",23304638,"2912.966"
47,"2020-09-16","EP47 ロゴ製作振り返り・デザイナーについて語る回（ゲスト hiromisugieさん）","マークラボの杉江さん @hiromisugie をゲストに迎えて、ゆるふわPodcastロゴ製作の振り返り、「デザイナー」について、デザイナーになったきっかけや経緯、フリーランスの働き方・生存戦略などについて話しました。","* 杉江さん自己紹介と出演の経緯
    * [Hiromi Sugie / märk labさん (@hiromisugie) / Twitter](https://twitter.com/hiromisugie)
    * [株式会社マークラボ（märk lab inc.）｜デザイン・ウェブ制作会社](https://marklab.co.jp/)
* ロゴ製作の振り返り
    * [3人の若手エンジニアが配信する 「ゆるふわPodcast」のロゴデザイン｜Hiromi Sugie / märk lab｜note](https://note.com/hiromisugie/n/neb977012251a)
    * [EP41 新ロゴ作ったよ回 - ゆるふわPodcast](https://yuru28.com/41)
    * [ゆるふわPodcast | 株式会社マークラボ（旧：杉江デザイン事務所）](https://hiromisugie.com/works/yuru28/)
    * [iwashiさん (@iwashi86) / Twitter](https://twitter.com/iwashi86)
    * [31. fukabori.fmのロゴ作成から学ぶデザイナーの業務プロセス w/ hiromisugie | fukabori.fm](https://fukabori.fm/episode/31)
    * [001. w/小野圭介さん『デザインのつかまえ方 ロゴデザイン40事例に学ぶアイデアとセオリー』 | meands.fm](https://meands.fm/episode1/)
    * 小野圭介さんWebサイト: [ONO BRAND DESIGN | ブランディングデザイン](https://ono-brand-design.com/)
* 「デザイナー」について
    * [杉江裕視の自己紹介 | 株式会社マークラボ（旧：杉江デザイン事務所）](https://hiromisugie.com/blog/introduction/)
    * [003. w/田中裕一さん 「かたちラボ」田中さんに聞く、コピーライターの仕事について（前半） | meands.fm](https://meands.fm/episode3/)
* デザイナーになったきっかけや経緯
    * [早稲田大学繊維研究会](https://sen-i.org/)
    * [石塚俊さん（繊維研究会の先輩）](https://shunishizuka.com)
    * [株式会社ゼロイン（杉江さんの前職）](https://www.zeroin.co.jp)
    * [株式会社ゼロインワークス（杉江さんの前職グループ会社）](https://www.zeroinworks.co.jp)
* フリーランスの働き方・生存戦略
* meands.fm（ミーンズ エフエム）
    * [meands.fm](https://meands.fm/)
* エンジニアから見たデザイナー
* プログラミングの勉強
    * [FJORD BOOT CAMP（フィヨルドブートキャンプ）](https://bootcamp.fjord.jp/)
* 【宣伝】ロゴ製作募集・meands.fmについて
    * ロゴ製作依頼は以下のTwitterもしくはWebサイト記載のメールアドレスまで。
        * [Hiromi Sugie / märk labさん (@hiromisugie) / Twitter](https://twitter.com/hiromisugie)
        * [株式会社マークラボ（märk lab inc.）｜デザイン・ウェブ制作会社](https://marklab.co.jp/)
* アウトロ","5d179f24-dbf4-4012-9420-76c25527d003","2020-09-20 23:00:00",57471730,"7183.751"
48,"2020-09-24","EP48 ウィズコロナの映画館","ヴァイオレット・エヴァーガーデン、コロナ禍の映画館、Podcastの再生数伸びている話などについて話しました。","* ヴァイオレット・エヴァーガーデン
    * [『劇場版 ヴァイオレット・エヴァーガーデン』公式サイト](http://violet-evergarden.jp/)
    * [ヴァイオレット・エヴァーガーデン - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%B4%E3%82%A1%E3%82%A4%E3%82%AA%E3%83%AC%E3%83%83%E3%83%88%E3%83%BB%E3%82%A8%E3%83%B4%E3%82%A1%E3%83%BC%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3)
    * [京都アニメーションホームページ](http://www.kyotoanimation.co.jp/)
    * [京都アニメーション放火殺人事件 - Wikipedia](https://ja.wikipedia.org/wiki/%E4%BA%AC%E9%83%BD%E3%82%A2%E3%83%8B%E3%83%A1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E6%94%BE%E7%81%AB%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6)
    * [TOHOシネマズ 池袋](https://hlo.tohotheater.jp/net/schedule/084/TNPI2000J01.do)
    * [映画『プロメア』公式サイト](https://promare-movie.com/)
    * [『名探偵コナン 緋色の弾丸』公開延期のお知らせ](https://www.conan-movie.jp/news24/1585724120.html)
    * [新千歳空港シアター](http://www.new-chitose-airport.jp/ja/theater/)
    * [ヴァイオレット・エヴァーガーデン | Netflix](https://www.netflix.com/title/80182123)
    * [僕のヒーローアカデミア | Netflix](https://www.netflix.com/title/80135674)
* 杉江さん回
    * [EP47 ロゴ製作振り返り・デザイナーについて語る回（ゲスト hiromisugieさん） - ゆるふわPodcast](https://yuru28.com/47)
* 再生数が伸びている話
    * [EP46 週休二日は実質週休ゼロ日 - ゆるふわPodcast](https://yuru28.com/46)
    * [みゅーみくすさん (@myu_mx) / Twitter](https://twitter.com/myu_mx)
    * [「EP14キャリアを語る会。エモい。 （最近存在を知り、頭から聞いてる） #yuru28」 / Twitter](https://twitter.com/myu_mx/status/1307111784319537155)
* アウトロ","950e9b84-2654-4770-926b-19c4803f11d2","2020-09-27 23:00:00",15615971,"1951.894875"
49,"2020-10-05","EP49 雑談回はタイトルをつけるのが大変","10月、貯金、秋、投資などについて話しました。","* 10月
* 貯金
    * [つみたてNISA ： 金融庁](https://www.fsa.go.jp/policy/nisa2/about/tsumitate/index.html)
    * [田中貴金属の純金積立](https://tt.tanaka.jp/)
    * [Amazon定期おトク便 - 通販 | Amazon.co.jp](https://www.amazon.co.jp/b?ie=UTF8&node=2799399051)
* 秋
    * [赤城乳業株式会社](https://www.akagi.com/)
* 投資
    * [桐谷広人 - Wikipedia](https://ja.wikipedia.org/wiki/%E6%A1%90%E8%B0%B7%E5%BA%83%E4%BA%BA)
    * [FXで有り金全部溶かした人の顔 - ニコニコ大百科](https://dic.nicovideo.jp/a/fx%E3%81%A7%E6%9C%89%E3%82%8A%E9%87%91%E5%85%A8%E9%83%A8%E6%BA%B6%E3%81%8B%E3%81%97%E3%81%9F%E4%BA%BA%E3%81%AE%E9%A1%94)
    * [スイスフランショックとは｜金融経済用語集 - iFinance](https://www.ifinance.ne.jp/glossary/world/wor037.html)
    * [お金は寝かせて増やしなさい - Amazon.co.jp](https://amzn.to/3isZmHo)
* アウトロ","d54650dd-9af7-4bf8-9ecf-0b59b0c5b61f","2020-10-04 23:00:00",20470359,"2558.719375"
